ID,Apartment Type,Hub,Price in INR,Locality,Region,latitude,longitude
8573,1 BHK,Dombivli,7500,Sonar Pada,Thane,19.156611,73.078127
8574,1 BHK,Dombivli,10000,Thakurli,Thane,19.222535,73.10355909
8575,1 BHK,Dombivli,10000,Thakurli,Thane,19.22564672,73.103425
8576,1 BHK,Dombivli,10000,Thakurli,Thane,19.22564672,73.103425
8577,1 BHK,Dombivli,10000,Thakurli,Thane,19.225988,73.103077
8578,1 BHK,Dombivli,10000,Thakurli,Thane,19.225988,73.103077
8579,1 BHK,Dombivli,10000,Thakurli,Thane,19.226966,73.104054
8580,2 BHK,Dombivli,10000,Thakurli,Thane,19.225507,73.09673
8581,1 BHK,Dombivli,10000,Thakurli,Thane,19.225507,73.09673
8582,1 BHK,Dombivli,10000,Thakurli,Thane,19.225507,73.09673
8583,2 BHK,Dombivli,11000,Thakurli,Thane,19.225507,73.09673
8584,1 BHK,Dombivli,11000,Thakurli,Thane,19.22564672,73.103425
8585,1 BHK,Dombivli,11000,Thakurli,Thane,19.22457,72.983762
8586,2 BHK,Dombivli,12000,Thakurli,Thane,19.22564672,73.103425
8587,2 BHK,Dombivli,12000,Thakurli,Thane,19.225507,73.09673
8588,2 BHK,Dombivli,13000,Thakurli,Thane,19.222535,73.10355909
8589,2 BHK,Dombivli,13000,Thakurli,Thane,19.23041627,73.11322585
8590,2 BHK,Dombivli,13000,Thakurli,Thane,19.22895432,73.11091526
8591,2 BHK,Dombivli,13000,Thakurli,Thane,19.22720432,73.10379401
8592,2 BHK,Dombivli,13000,Thakurli,Thane,19.226966,73.104054
8593,2 BHK,Dombivli,13000,Thakurli,Thane,19.222535,73.10355909
8594,2 BHK,Dombivli,13000,Thakurli,Thane,19.225507,73.09673
8595,2 BHK,Dombivli,13500,Thakurli,Thane,19.22895432,73.11091526
8596,2 BHK,Dombivli,13500,Thakurli,Thane,19.22190855,73.10146619
8597,2 BHK,Dombivli,14000,Thakurli,Thane,19.22255135,73.10491943
8598,2 BHK,Dombivli,14000,Thakurli,Thane,19.22895432,73.11091526
8599,2 BHK,Dombivli,14000,Thakurli,Thane,19.222535,73.10355909
8600,2 BHK,Dombivli,15000,Thakurli,Thane,19.225988,73.103077
8601,2 BHK,Dombivli,15000,Thakurli,Thane,19.22223854,73.10274506
8602,1 BHK,Dombivli,15000,Thakurli,Thane,19.225507,73.09673
8603,2 BHK,Dombivli,15000,Thakurli,Thane,19.22947366,73.11062051
8604,2 BHK,Dombivli,16000,Thakurli,Thane,19.22947366,73.11062051
8605,2 BHK,Dombivli,17000,Thakurli,Thane,19.225507,73.09673
8606,3 BHK,Dombivli,18000,Thakurli,Thane,19.22457,72.983762
8607,3 BHK,Dombivli,19000,Thakurli,Thane,19.22556754,73.10043419
8608,3 BHK,Dombivli,20000,Thakurli,Thane,19.22895432,73.11091526
8609,1 BHK,Dombivli,7000,Thakurli,Thane,19.22895432,73.11091526
8610,1 BHK,Dombivli,7500,Thakurli,Thane,19.23041627,73.11322585
8611,1 BHK,Dombivli,8000,Thakurli,Thane,19.22770349,73.10471623
8612,1 BHK,Dombivli,8500,Thakurli,Thane,19.23041627,73.11322585
8613,1 BHK,Dombivli,9000,Thakurli,Thane,19.23041627,73.11322585
8614,1 BHK,Dombivli,9000,Thakurli,Thane,19.22720432,73.10379401
8615,1 BHK,Dombivli,9000,Thakurli,Thane,19.22720432,73.10379401
8616,1 BHK,Dombivli,9000,Thakurli,Thane,19.22564672,73.103425
8617,1 BHK,Dombivli,9000,Thakurli,Thane,19.226966,73.104054
8618,1 BHK,Dombivli,9000,Thakurli,Thane,19.226966,73.104054
8619,1 BHK,Dombivli,9000,Thakurli,Thane,19.226966,73.104054
8620,1 BHK,Dombivli,9000,Thakurli,Thane,19.225507,73.09673
8621,1 BHK,Dombivli,9000,Thakurli,Thane,19.225507,73.09673
8622,1 BHK,Dombivli,9000,Thakurli,Thane,19.225507,73.09673
8623,1 BHK,Dombivli,9000,Thakurli,Thane,19.225507,73.09673
8624,1 BHK,Dombivli,9000,Thakurli,Thane,19.225507,73.09673
8625,1 BHK,Dombivli,9500,Thakurli,Thane,19.22895432,73.11091526
8626,1 BHK,Dombivli,9500,Thakurli,Thane,19.23041627,73.11322585
8627,1 BHK,Dombivli,9500,Thakurli,Thane,19.22895432,73.11091526
8628,1 BHK,Ghodbunder,12500,Anand Nagar,Thane,19.263363,72.9665409
8629,1 BHK,Ghodbunder,13000,Anand Nagar,Thane,19.263363,72.9665409
8630,1 BHK,Ghodbunder,13200,Anand Nagar,Thane,19.25998,72.969349
8631,1 BHK,Ghodbunder,13500,Anand Nagar,Thane,19.26336289,72.96653748
8632,1 BHK,Ghodbunder,14000,Anand Nagar,Thane,19.26226024,72.96534054
8633,1 BHK,Ghodbunder,14000,Anand Nagar,Thane,19.28310302,72.95639931
8634,1 BHK,Ghodbunder,14500,Anand Nagar,Thane,19.263363,72.9665409
8635,1 BHK,Ghodbunder,14500,Anand Nagar,Thane,19.263363,72.9665409
8636,1 BHK,Ghodbunder,15000,Anand Nagar,Thane,19.26277161,72.96741486
8637,1 BHK,Ghodbunder,15000,Anand Nagar,Thane,19.26829972,72.970228
8638,1 BHK,Ghodbunder,15000,Anand Nagar,Thane,19.26901565,72.96258967
8639,1 BHK,Ghodbunder,15500,Anand Nagar,Thane,19.263363,72.9665409
8640,2 BHK,Ghodbunder,16000,Anand Nagar,Thane,19.26825333,72.97467804
8641,1 BHK,Ghodbunder,16000,Anand Nagar,Thane,19.2654,72.97258
8642,1 BHK,Ghodbunder,17000,Anand Nagar,Thane,19.258699,72.963976
8643,2 BHK,Ghodbunder,18000,Anand Nagar,Thane,19.268522,72.9744098
8644,2 BHK,Ghodbunder,18000,Anand Nagar,Thane,19.267062,72.96986637
8645,1 BHK,Ghodbunder,18000,Anand Nagar,Thane,19.26226024,72.96534054
8646,2 BHK,Ghodbunder,20000,Anand Nagar,Thane,19.259246,72.966433
8647,2 BHK,Ghodbunder,20000,Anand Nagar,Thane,19.262409,72.9676502
8648,2 BHK,Ghodbunder,20000,Anand Nagar,Thane,19.268313,72.973018
8649,2 BHK,Ghodbunder,20000,Anand Nagar,Thane,19.263363,72.9665409
8650,2 BHK,Ghodbunder,20000,Anand Nagar,Thane,19.263363,72.9665409
8651,2 BHK,Ghodbunder,20500,Anand Nagar,Thane,19.26869534,72.97193182
8652,1 BHK,Ghodbunder,20500,Anand Nagar,Thane,19.25854874,72.97103119
8653,2 BHK,Ghodbunder,21000,Anand Nagar,Thane,19.265174,72.965538
8654,2 BHK,Ghodbunder,21000,Anand Nagar,Thane,19.26726662,72.97323124
8655,2 BHK,Ghodbunder,21000,Anand Nagar,Thane,19.267062,72.96986637
8656,2 BHK,Ghodbunder,22000,Anand Nagar,Thane,19.265174,72.965538
8657,2 BHK,Ghodbunder,22000,Anand Nagar,Thane,19.25999922,72.96883098
8658,2 BHK,Ghodbunder,23000,Anand Nagar,Thane,19.2646656,72.97330475
8659,2 BHK,Ghodbunder,23000,Anand Nagar,Thane,19.26528371,72.96706323
8660,2 BHK,Ghodbunder,23000,Anand Nagar,Thane,19.262462,72.971115
8661,2 BHK,Ghodbunder,24000,Anand Nagar,Thane,19.268313,72.973018
8662,2 BHK,Ghodbunder,25000,Anand Nagar,Thane,19.25999922,72.96883098
8663,2 BHK,Ghodbunder,26500,Anand Nagar,Thane,19.26642036,72.9717865
8664,3 BHK,Ghodbunder,34000,Anand Nagar,Thane,19.266421,72.9717841
8665,2 BHK,Ghodbunder,14000,Bhayanderpada,Thane,19.27968,72.953588
8666,1 BHK,Ghodbunder,15000,Bhayanderpada,Thane,19.281096,72.953788
8667,2 BHK,Ghodbunder,16000,Bhayanderpada,Thane,19.28310302,72.95639931
8668,2 BHK,Ghodbunder,19000,Bhayanderpada,Thane,19.28310302,72.95639931
8669,2 BHK,Ghodbunder,20000,Bhayanderpada,Thane,19.28310302,72.95639931
8670,2 BHK,Ghodbunder,20000,Bhayanderpada,Thane,19.281096,72.953788
8671,2 BHK,Ghodbunder,20000,Bhayanderpada,Thane,19.28445053,72.95459747
8672,2 BHK,Ghodbunder,21000,Bhayanderpada,Thane,19.28310302,72.95639931
8673,1 BHK,Ghodbunder,22000,Bhayanderpada,Thane,19.28310302,72.95639931
8674,2 BHK,Ghodbunder,23000,Bhayanderpada,Thane,19.288128,72.949629
8675,3 BHK,Ghodbunder,24000,Bhayanderpada,Thane,19.28310302,72.95639931
8676,3 BHK,Ghodbunder,25000,Bhayanderpada,Thane,19.2258358,73.14648438
8677,3 BHK,Ghodbunder,30000,Bhayanderpada,Thane,19.288128,72.949629
8678,1 BHK,Ghodbunder,9000,Bhayanderpada,Thane,19.28490639,72.94733429
8679,1 BHK,Ghodbunder,10000,Ghodbunder Road,Thane,19.28512993,72.94797517
8680,1 BHK,Ghodbunder,10000,Ghodbunder Road,Thane,19.263431,72.9680802
8681,2 BHK,Ghodbunder,10000,Ghodbunder Road,Thane,19.2275406,72.982639
8682,1 BHK,Ghodbunder,12000,Ghodbunder Road,Thane,19.27631065,72.96420718
8683,1 BHK,Ghodbunder,12000,Ghodbunder Road,Thane,19.288198,72.94984493
8684,2 BHK,Ghodbunder,12000,Ghodbunder Road,Thane,19.24512833,72.98107333
8685,1 BHK,Ghodbunder,12000,Ghodbunder Road,Thane,19.276292,72.964352
8686,1 BHK,Ghodbunder,12000,Ghodbunder Road,Thane,19.27130984,72.96376663
8687,1 BHK,Ghodbunder,12000,Ghodbunder Road,Thane,19.267285,72.9608345
8688,1 BHK,Ghodbunder,12000,Ghodbunder Road,Thane,19.26470184,72.96694946
8689,1 BHK,Ghodbunder,12500,Ghodbunder Road,Thane,19.270481,72.96870998
8690,2 BHK,Ghodbunder,12500,Ghodbunder Road,Thane,19.280216,72.930298
8691,1 BHK,Ghodbunder,12500,Ghodbunder Road,Thane,19.262409,72.9676502
8692,1 BHK,Ghodbunder,12500,Ghodbunder Road,Thane,19.25998,72.969349
8693,2 BHK,Ghodbunder,13000,Ghodbunder Road,Thane,19.267285,72.9608345
8694,2 BHK,Ghodbunder,13000,Ghodbunder Road,Thane,19.267285,72.9608345
8695,2 BHK,Ghodbunder,13000,Ghodbunder Road,Thane,19.267285,72.9608345
8696,1 BHK,Ghodbunder,13000,Ghodbunder Road,Thane,19.262409,72.9676502
8697,1 BHK,Ghodbunder,13500,Ghodbunder Road,Thane,19.274749,72.963404
8698,1 BHK,Ghodbunder,13500,Ghodbunder Road,Thane,19.263431,72.9680802
8699,1 BHK,Ghodbunder,14000,Ghodbunder Road,Thane,19.2654,72.97258
8700,2 BHK,Ghodbunder,14000,Ghodbunder Road,Thane,19.271205,72.96925096
8701,1 BHK,Ghodbunder,14000,Ghodbunder Road,Thane,19.281096,72.953788
8702,1 BHK,Ghodbunder,14000,Ghodbunder Road,Thane,19.28310302,72.95639931
8703,1 BHK,Ghodbunder,14000,Ghodbunder Road,Thane,19.2570888,72.9731374
8704,1 BHK,Ghodbunder,14200,Ghodbunder Road,Thane,19.268313,72.973018
8705,2 BHK,Ghodbunder,14500,Ghodbunder Road,Thane,19.28310302,72.95639931
8706,1 BHK,Ghodbunder,15000,Ghodbunder Road,Thane,19.262409,72.9676502
8707,2 BHK,Ghodbunder,15000,Ghodbunder Road,Thane,19.263431,72.9680802
8708,2 BHK,Ghodbunder,15000,Ghodbunder Road,Thane,19.26343155,72.96807861
8709,1 BHK,Ghodbunder,15000,Ghodbunder Road,Thane,19.276292,72.964352
8710,2 BHK,Ghodbunder,15000,Ghodbunder Road,Thane,19.269835,72.962434
8711,1 BHK,Ghodbunder,15000,Ghodbunder Road,Thane,19.28310302,72.95639931
8712,1 BHK,Ghodbunder,15500,Ghodbunder Road,Thane,19.26726662,72.97323124
8713,2 BHK,Ghodbunder,15500,Ghodbunder Road,Thane,19.268142,72.969656
8714,1 BHK,Ghodbunder,15500,Ghodbunder Road,Thane,19.25998,72.969349
8715,1 BHK,Ghodbunder,15800,Ghodbunder Road,Thane,19.231057,72.97879115
8716,2 BHK,Ghodbunder,15999,Ghodbunder Road,Thane,19.276292,72.964352
8717,2 BHK,Ghodbunder,15999,Ghodbunder Road,Thane,19.263431,72.9680802
8718,2 BHK,Ghodbunder,16000,Ghodbunder Road,Thane,19.26486588,72.96717072
8719,2 BHK,Ghodbunder,16000,Ghodbunder Road,Thane,19.274749,72.963404
8720,2 BHK,Ghodbunder,16000,Ghodbunder Road,Thane,19.2654,72.97258
8721,1 BHK,Ghodbunder,16000,Ghodbunder Road,Thane,19.261639,72.979067
8722,1 BHK,Ghodbunder,16000,Ghodbunder Road,Thane,19.276113,72.963593
8723,1 BHK,Ghodbunder,16000,Ghodbunder Road,Thane,19.281096,72.953788
8724,1 BHK,Ghodbunder,16000,Ghodbunder Road,Thane,19.260023,72.974487
8725,1 BHK,Ghodbunder,16000,Ghodbunder Road,Thane,19.264665,72.959789
8726,2 BHK,Ghodbunder,16000,Ghodbunder Road,Thane,19.269825,72.962451
8727,2 BHK,Ghodbunder,16498,Ghodbunder Road,Thane,19.180028,72.8348365
8728,2 BHK,Ghodbunder,16500,Ghodbunder Road,Thane,19.276292,72.964352
8729,1 BHK,Ghodbunder,17000,Ghodbunder Road,Thane,19.22705269,72.98251343
8730,2 BHK,Ghodbunder,17000,Ghodbunder Road,Thane,19.263431,72.9680802
8731,2 BHK,Ghodbunder,17000,Ghodbunder Road,Thane,19.276113,72.96269167
8732,1 BHK,Ghodbunder,17000,Ghodbunder Road,Thane,19.25998,72.969349
8733,1 BHK,Ghodbunder,17000,Ghodbunder Road,Thane,19.281096,72.953788
8734,1 BHK,Ghodbunder,17000,Ghodbunder Road,Thane,19.274749,72.963404
8735,2 BHK,Ghodbunder,17000,Ghodbunder Road,Thane,19.274304,72.962792
8736,2 BHK,Ghodbunder,17000,Ghodbunder Road,Thane,19.28310302,72.95639931
8737,1 BHK,Ghodbunder,17000,Ghodbunder Road,Thane,19.17150879,73.02466583
8738,1 BHK,Ghodbunder,17000,Ghodbunder Road,Thane,19.25998,72.969349
8739,2 BHK,Ghodbunder,17000,Ghodbunder Road,Thane,19.263431,72.9680802
8740,1 BHK,Ghodbunder,17000,Ghodbunder Road,Thane,19.263431,72.9680802
8741,2 BHK,Ghodbunder,18000,Ghodbunder Road,Thane,19.28494538,72.94600982
8742,2 BHK,Ghodbunder,18000,Ghodbunder Road,Thane,19.28310302,72.95639931
8743,2 BHK,Ghodbunder,18000,Ghodbunder Road,Thane,19.26927321,72.96406655
8744,1 BHK,Ghodbunder,18000,Ghodbunder Road,Thane,19.225304,72.975199
8745,2 BHK,Ghodbunder,18000,Ghodbunder Road,Thane,19.271205,72.96925096
8746,2 BHK,Ghodbunder,18000,Ghodbunder Road,Thane,19.19454193,73.02283478
8747,2 BHK,Ghodbunder,18000,Ghodbunder Road,Thane,19.274304,72.962792
8748,2 BHK,Ghodbunder,18000,Ghodbunder Road,Thane,19.28310302,72.95639931
8749,1 BHK,Ghodbunder,18000,Ghodbunder Road,Thane,19.262409,72.9676502
8750,2 BHK,Ghodbunder,18000,Ghodbunder Road,Thane,19.274749,72.963404
8751,2 BHK,Ghodbunder,18000,Ghodbunder Road,Thane,19.28310302,72.95639931
8752,1 BHK,Ghodbunder,18000,Ghodbunder Road,Thane,19.259246,72.966433
8753,2 BHK,Ghodbunder,18500,Ghodbunder Road,Thane,19.256725,72.97745167
8754,1 BHK,Ghodbunder,18500,Ghodbunder Road,Thane,19.264665,72.959789
8755,2 BHK,Ghodbunder,18500,Ghodbunder Road,Thane,19.26313406,72.97475128
8756,1 BHK,Ghodbunder,19000,Ghodbunder Road,Thane,19.256725,72.97745167
8757,2 BHK,Ghodbunder,19000,Ghodbunder Road,Thane,19.281096,72.953788
8758,2 BHK,Ghodbunder,19000,Ghodbunder Road,Thane,19.26313406,72.97475128
8759,2 BHK,Ghodbunder,19000,Ghodbunder Road,Thane,19.28310302,72.95639931
8760,2 BHK,Ghodbunder,19500,Ghodbunder Road,Thane,19.22581673,73.14651489
8761,1 BHK,Ghodbunder,20000,Ghodbunder Road,Thane,19.213967,72.977022
8762,2 BHK,Ghodbunder,20000,Ghodbunder Road,Thane,19.28310302,72.95639931
8763,2 BHK,Ghodbunder,20000,Ghodbunder Road,Thane,19.274749,72.963404
8764,2 BHK,Ghodbunder,20000,Ghodbunder Road,Thane,19.263431,72.9680802
8765,2 BHK,Ghodbunder,20000,Ghodbunder Road,Thane,19.25999922,72.96883098
8766,2 BHK,Ghodbunder,20000,Ghodbunder Road,Thane,19.263431,72.9680802
8767,2 BHK,Ghodbunder,20000,Ghodbunder Road,Thane,19.263431,72.9680802
8768,3 BHK,Ghodbunder,20000,Ghodbunder Road,Thane,19.28310302,72.95639931
8769,1 BHK,Ghodbunder,20000,Ghodbunder Road,Thane,19.26237,72.95767
8770,2 BHK,Ghodbunder,20500,Ghodbunder Road,Thane,19.263431,72.9680802
8771,2 BHK,Ghodbunder,21000,Ghodbunder Road,Thane,19.281096,72.953788
8772,3 BHK,Ghodbunder,21000,Ghodbunder Road,Thane,19.28310302,72.95639931
8773,2 BHK,Ghodbunder,21000,Ghodbunder Road,Thane,19.26659441,72.96274265
8774,2 BHK,Ghodbunder,21000,Ghodbunder Road,Thane,19.248987,72.978405
8775,2 BHK,Ghodbunder,21000,Ghodbunder Road,Thane,19.25999922,72.96883098
8776,2 BHK,Ghodbunder,21500,Ghodbunder Road,Thane,19.28310302,72.95639931
8777,2 BHK,Ghodbunder,22000,Ghodbunder Road,Thane,19.26901565,72.96258967
8778,3 BHK,Ghodbunder,22000,Ghodbunder Road,Thane,19.28310302,72.95639931
8779,2 BHK,Ghodbunder,22000,Ghodbunder Road,Thane,19.259246,72.966433
8780,2 BHK,Ghodbunder,22000,Ghodbunder Road,Thane,19.260466,72.96688007
8781,2 BHK,Ghodbunder,22000,Ghodbunder Road,Thane,19.234578,72.972307
8782,3 BHK,Ghodbunder,22000,Ghodbunder Road,Thane,19.28310302,72.95639931
8783,2 BHK,Ghodbunder,22000,Ghodbunder Road,Thane,19.26630833,72.96717333
8784,2 BHK,Ghodbunder,22000,Ghodbunder Road,Thane,19.28310302,72.95639931
8785,2 BHK,Ghodbunder,22000,Ghodbunder Road,Thane,19.26901565,72.96258967
8786,2 BHK,Ghodbunder,22000,Ghodbunder Road,Thane,19.2681829,72.9669839
8787,2 BHK,Ghodbunder,22000,Ghodbunder Road,Thane,19.26286325,72.97451999
8788,2 BHK,Ghodbunder,23000,Ghodbunder Road,Thane,19.25999922,72.96883098
8789,2 BHK,Ghodbunder,23000,Ghodbunder Road,Thane,19.263431,72.9680802
8790,3 BHK,Ghodbunder,23000,Ghodbunder Road,Thane,19.2572026,72.9718044
8791,2 BHK,Ghodbunder,23000,Ghodbunder Road,Thane,19.26829972,72.970228
8792,3 BHK,Ghodbunder,23000,Ghodbunder Road,Thane,19.263431,72.9680802
8793,2 BHK,Ghodbunder,23000,Ghodbunder Road,Thane,19.259246,72.966433
8794,1 BHK,Ghodbunder,23000,Ghodbunder Road,Thane,19.260466,72.96688007
8795,3 BHK,Ghodbunder,23000,Ghodbunder Road,Thane,19.26597405,72.96646881
8796,1 BHK,Ghodbunder,23000,Ghodbunder Road,Thane,19.25717354,72.98635864
8797,2 BHK,Ghodbunder,23500,Ghodbunder Road,Thane,19.228152,72.978415
8798,3 BHK,Ghodbunder,23925,Ghodbunder Road,Thane,19.2854803,72.9559183
8799,2 BHK,Ghodbunder,24000,Ghodbunder Road,Thane,19.2572026,72.9718044
8800,2 BHK,Ghodbunder,24000,Ghodbunder Road,Thane,19.228152,72.978415
8801,2 BHK,Ghodbunder,24000,Ghodbunder Road,Thane,19.260466,72.96688007
8802,2 BHK,Ghodbunder,24000,Ghodbunder Road,Thane,19.26343155,72.96807861
8803,2 BHK,Ghodbunder,24000,Ghodbunder Road,Thane,19.25999922,72.96883098
8804,2 BHK,Ghodbunder,24000,Ghodbunder Road,Thane,19.234578,72.972307
8805,2 BHK,Ghodbunder,25000,Ghodbunder Road,Thane,19.269835,72.962434
8806,2 BHK,Ghodbunder,25000,Ghodbunder Road,Thane,19.2651852,72.9712872
8807,2 BHK,Ghodbunder,25000,Ghodbunder Road,Thane,19.28433418,72.95476532
8808,2 BHK,Ghodbunder,25000,Ghodbunder Road,Thane,19.25613564,72.97179038
8809,2 BHK,Ghodbunder,25000,Ghodbunder Road,Thane,19.180028,72.8348365
8810,2 BHK,Ghodbunder,25000,Ghodbunder Road,Thane,19.26146985,72.96903638
8811,2 BHK,Ghodbunder,25000,Ghodbunder Road,Thane,19.24512833,72.98107333
8812,3 BHK,Ghodbunder,25000,Ghodbunder Road,Thane,19.281096,72.953788
8813,2 BHK,Ghodbunder,25000,Ghodbunder Road,Thane,19.254539,72.973465
8814,2 BHK,Ghodbunder,25000,Ghodbunder Road,Thane,19.234578,72.972307
8815,2 BHK,Ghodbunder,26000,Ghodbunder Road,Thane,19.25572395,72.98062134
8816,2 BHK,Ghodbunder,26000,Ghodbunder Road,Thane,19.2472159,72.977837
8817,2 BHK,Ghodbunder,26000,Ghodbunder Road,Thane,19.231057,72.97879115
8818,1 BHK,Ghodbunder,26000,Ghodbunder Road,Thane,19.24441833,72.97676167
8819,2 BHK,Ghodbunder,26000,Ghodbunder Road,Thane,19.234578,72.972307
8820,2 BHK,Ghodbunder,26000,Ghodbunder Road,Thane,19.26528371,72.96706323
8821,2 BHK,Ghodbunder,26000,Ghodbunder Road,Thane,19.254539,72.973465
8822,1 BHK,Ghodbunder,26000,Ghodbunder Road,Thane,19.24602127,72.97562408
8823,2 BHK,Ghodbunder,26000,Ghodbunder Road,Thane,19.228152,72.978415
8824,1 BHK,Ghodbunder,26000,Ghodbunder Road,Thane,19.24441833,72.97676167
8825,2 BHK,Ghodbunder,26500,Ghodbunder Road,Thane,19.234578,72.972307
8826,3 BHK,Ghodbunder,26500,Ghodbunder Road,Thane,19.25999922,72.96883098
8827,1 BHK,Ghodbunder,26500,Ghodbunder Road,Thane,19.24441833,72.97676167
8828,2 BHK,Ghodbunder,27000,Ghodbunder Road,Thane,19.266421,72.9717841
8829,2 BHK,Ghodbunder,27000,Ghodbunder Road,Thane,19.25310135,72.98238373
8830,2 BHK,Ghodbunder,27000,Ghodbunder Road,Thane,19.228152,72.978415
8831,2 BHK,Ghodbunder,27000,Ghodbunder Road,Thane,19.258161,72.9754581
8832,1 BHK,Ghodbunder,27000,Ghodbunder Road,Thane,19.24441833,72.97676167
8833,3 BHK,Ghodbunder,27000,Ghodbunder Road,Thane,19.260466,72.96688007
8834,2 BHK,Ghodbunder,27000,Ghodbunder Road,Thane,19.254539,72.973465
8835,3 BHK,Ghodbunder,28000,Ghodbunder Road,Thane,19.234578,72.972307
8836,3 BHK,Ghodbunder,29000,Ghodbunder Road,Thane,19.25613564,72.97179038
8837,4 BHK,Ghodbunder,29000,Ghodbunder Road,Thane,19.27358306,72.96032406
8838,2 BHK,Ghodbunder,29000,Ghodbunder Road,Thane,19.234578,72.972307
8839,1 BHK,Ghodbunder,3000,Ghodbunder Road,Thane,19.27631065,72.96420718
8840,2 BHK,Ghodbunder,30000,Ghodbunder Road,Thane,19.28310302,72.95639931
8841,2 BHK,Ghodbunder,30000,Ghodbunder Road,Thane,19.25999922,72.96883098
8842,3 BHK,Ghodbunder,30000,Ghodbunder Road,Thane,19.251428,72.969252
8843,2 BHK,Ghodbunder,30000,Ghodbunder Road,Thane,19.28310302,72.95639931
8844,2 BHK,Ghodbunder,30000,Ghodbunder Road,Thane,19.263431,72.9680802
8845,2 BHK,Ghodbunder,30000,Ghodbunder Road,Thane,19.28310302,72.95639931
8846,3 BHK,Ghodbunder,30875,Ghodbunder Road,Thane,19.251428,72.969252
8847,3 BHK,Ghodbunder,31000,Ghodbunder Road,Thane,19.2572026,72.9718044
8848,2 BHK,Ghodbunder,32000,Ghodbunder Road,Thane,19.25713921,72.98383331
8849,2 BHK,Ghodbunder,32000,Ghodbunder Road,Thane,19.2591843,72.9831185
8850,2 BHK,Ghodbunder,32000,Ghodbunder Road,Thane,19.24441833,72.97676167
8851,3 BHK,Ghodbunder,32000,Ghodbunder Road,Thane,19.234578,72.972307
8852,2 BHK,Ghodbunder,33000,Ghodbunder Road,Thane,19.28310302,72.95639931
8853,3 BHK,Ghodbunder,33000,Ghodbunder Road,Thane,19.25144005,72.9801712
8854,2 BHK,Ghodbunder,33000,Ghodbunder Road,Thane,19.205414,72.959681
8855,2 BHK,Ghodbunder,34000,Ghodbunder Road,Thane,19.266421,72.9717841
8856,2 BHK,Ghodbunder,34000,Ghodbunder Road,Thane,19.205414,72.959681
8857,2 BHK,Ghodbunder,34000,Ghodbunder Road,Thane,19.205414,72.959681
8858,2 BHK,Ghodbunder,35000,Ghodbunder Road,Thane,19.25706101,72.9837265
8859,4 BHK,Ghodbunder,35000,Ghodbunder Road,Thane,19.234578,72.972307
8860,3 BHK,Ghodbunder,35000,Ghodbunder Road,Thane,19.2415891,72.971976
8861,3 BHK,Ghodbunder,35000,Ghodbunder Road,Thane,19.281096,72.953788
8862,3 BHK,Ghodbunder,36000,Ghodbunder Road,Thane,19.263431,72.9680802
8863,2 BHK,Ghodbunder,36000,Ghodbunder Road,Thane,19.24441833,72.97676167
8864,3 BHK,Ghodbunder,36500,Ghodbunder Road,Thane,19.24746132,72.9773407
8865,2 BHK,Ghodbunder,37000,Ghodbunder Road,Thane,19.2591843,72.9831185
8866,4 BHK,Ghodbunder,38000,Ghodbunder Road,Thane,19.27358306,72.96032406
8867,3 BHK,Ghodbunder,38000,Ghodbunder Road,Thane,19.281096,72.953788
8868,4 BHK,Ghodbunder,38000,Ghodbunder Road,Thane,19.27358306,72.96032406
8869,3 BHK,Ghodbunder,38000,Ghodbunder Road,Thane,19.26146985,72.96903638
8870,3 BHK,Ghodbunder,40000,Ghodbunder Road,Thane,19.205414,72.959681
8871,3 BHK,Ghodbunder,40000,Ghodbunder Road,Thane,19.234578,72.972307
8872,4 BHK,Ghodbunder,40000,Ghodbunder Road,Thane,19.27358306,72.96032406
8873,3 BHK,Ghodbunder,42000,Ghodbunder Road,Thane,19.205414,72.959681
8874,3 BHK,Ghodbunder,42000,Ghodbunder Road,Thane,19.25613564,72.97179038
8875,2 BHK,Ghodbunder,42500,Ghodbunder Road,Thane,19.2591843,72.9831185
8876,3 BHK,Ghodbunder,43000,Ghodbunder Road,Thane,19.205414,72.959681
8877,3 BHK,Ghodbunder,44000,Ghodbunder Road,Thane,19.234578,72.972307
8878,3 BHK,Ghodbunder,45000,Ghodbunder Road,Thane,19.266421,72.9717841
8879,3 BHK,Ghodbunder,45000,Ghodbunder Road,Thane,19.205414,72.959681
8880,3 BHK,Ghodbunder,48000,Ghodbunder Road,Thane,19.205414,72.959681
8881,3 BHK,Ghodbunder,50000,Ghodbunder Road,Thane,19.2591843,72.9831185
8882,3 BHK,Ghodbunder,50000,Ghodbunder Road,Thane,19.2591843,72.9831185
8883,3 BHK,Ghodbunder,54000,Ghodbunder Road,Thane,19.205414,72.959681
8884,3 BHK,Ghodbunder,55000,Ghodbunder Road,Thane,19.2591843,72.9831185
8885,3 BHK,Ghodbunder,55000,Ghodbunder Road,Thane,19.2591843,72.9831185
8886,3 BHK,Ghodbunder,64000,Ghodbunder Road,Thane,19.24441833,72.97676167
8887,4 BHK,Ghodbunder,65000,Ghodbunder Road,Thane,19.263431,72.9680802
8888,3 BHK,Ghodbunder,68000,Ghodbunder Road,Thane,19.24441833,72.97676167
8889,4 BHK,Ghodbunder,69000,Ghodbunder Road,Thane,19.263431,72.9680802
8890,1 BHK,Ghodbunder,7000,Ghodbunder Road,Thane,19.280216,72.930298
