,Locality,Region,Type,latitude,longitude,price
313,Thakur Complex,Mumbai,Studio Apartment 450 sqft,19.2110349093203,72.8623646039943,"16,000"
314,Thakur Village,Mumbai,2 BHK Flat 900 sqft,19.211252212524414,72.87353515625,"43,000"
315,Alika Nagar,Mumbai,2 BHK 1015 Sq-ft Flat/Apartment for Rent in Acme Oasis Alika Nagar,19.200165,72.868551,"29,000"
316,Lokhandwala Twp,Mumbai,3 BHK 1650 Sq-ft Flat/Apartment for Rent in Acme Oasis Lokhandwala Twp,19.200165,72.868551,"40,000"
317,Kandivali East,Mumbai,1 BHK Flat 465 sqft,19.215171813964844,72.86149597167969,"18,500"
318,Ashok Nagar - Akurli Nagar,Mumbai,2 BHK 945 Sq-ft Flat/Apartment for Rent in Sumukh Hills Ashok Nagar Western Mumbai,19.1980151528992,72.8701292241965,"30,000"
319,Thakur Complex,Mumbai,1 BHK Flat 600 sqft,19.212783813476562,72.86744689941406,"23,500"
320,Thakur Complex,Mumbai,1 BHK 657 Sq-ft Flat/Apartment for Rent in Aurigae Residency Thakur Complex,9.20913827907246,72.8603481574154,"23,000"
321,Thakur Complex,Mumbai,2 BHK Flat 900 sqft,19.209447860717773,72.86161804199219,"35,000"
322,Thakur Village,Mumbai,2 BHK 1050 Sq-ft Flat/Apartment for Rent in Veena Saaz Thakur Village,19.2100762,72.8650676,"35,000"
323,Thakur Complex,Mumbai,2 BHK Flat 1000 sqft,19.20999526977539,72.86675262451172,"39,500"
324,Thakur Village,Mumbai,2 BHK 1050 Sq-ft Flat/Apartment for Rent in Alpine Thakur Village,19.205736,72.872531,"35,000"
325,Kandivali East,Mumbai,2 BHK 1250 Sq-ft Flat/Apartment for Rent in Sapphire Heights lokhandwala circle,19.1965127,72.8776366,"42,000"
326,Thakur Village,Mumbai,2 BHK 1100 Sq-ft Flat/Apartment for Rent in Vasant Sagar Thakur Village,19.208746,72.873196,"37,000"
327,Thakur Complex,Mumbai,2 BHK 870 Sq-ft Flat/Apartment for Rent in Poonam Complex Thakur Complex,19.2152120448594,72.8643351159347,"32,000"
328,Samta Nagar,Mumbai,2 BHK 750 Sq-ft Flat/Apartment for Rent in Sarova The Experien City Samta Nagar,19.2049535,72.870612,"25,000"
329,Kandivali East,Mumbai,3 BHK 1495 Sq-ft Flat/Apartment for Rent in Alpine Shapoorji Pallonji Kandivali East,19.2062083,72.872531,"44,000"
330,Kandivali East,Mumbai,2 BHK 910 Sq-ft Flat/Apartment for Rent in Acme Oasis Kandivali East,19.200165,72.868551,"28,000"
331,Thakur Village,Mumbai,3 BHK 1450 Sq-ft Flat/Apartment for Rent in Alpine Thakur Village,19.205736,72.872531,"44,000"
332,Kandivali East,Mumbai,1 BHK 365 Sq-ft Flat/Apartment for Rent in Green Meadows Bluilding 2 Chs Ltd Kandivali East,19.1973496,72.8710569,"16,900"
333,Kandivali East,Mumbai,2 BHK 1006 Sq-ft Flat/Apartment for Rent in Lokhandwala Spring Leaf Kandivali East,19.1976286684694,72.8737853266511,"35,000"
334,Thakur Village,Mumbai,3 BHK 1300 Sq-ft Flat/Apartment for Rent in Evershine Crown Thakur Village,19.214379,72.87259,"40,000"
335,Thakur Village,Mumbai,3 BHK 1300 Sq-ft Flat/Apartment for Rent in Oberoi Gardens Thakur Village,19.209567,72.869971,"52,000"
336,Thakur Village,Mumbai,3 BHK Flat 1495 sqft,19.209741592407227,72.86673736572266,"47,000"
337,Thakur Village,Mumbai,2 BHK 890 Sq-ft Flat/Apartment for Rent in Evershine Millenium Paradise Thakur Village,19.210841,72.8755987441594,"41,000"
338,Thakur Village,Mumbai,2 BHK 1250 Sq-ft Flat/Apartment for Rent in Viceroy Court Thakur Village,19.2131769,72.8716513,"35,000"
339,Kandivali East,Mumbai,1 BHK 605 Sq-ft Flat/Apartment for Rent in Dattani Park Kandivali East,19.2116046,72.8682509,"20,000"
340,Thakur Village,Mumbai,2 BHK 900 Sq-ft Flat/Apartment for Rent in Gokul Gagan Thakur Village,19.211561,72.870608,"36,000"
341,Kandivali East,Mumbai,2 BHK 950 Sq-ft Flat/Apartment for Rent in Kalpataru Gardens Kandivali East,19.1987470587838,72.8544493737847,"42,750"
342,Thakur Village,Mumbai,2 BHK 860 Sq-ft Flat/Apartment for Rent in Evershine Millenium Paradise Thakur Village,19.210841,72.8755987441594,"42,000"
343,Thakur Complex,Mumbai,1 BHK 585 Sq-ft Flat/Apartment for Rent in Sheth Clarion Thakur Complex,19.2099947,72.8667508,"23,000"
344,Kandivali East,Mumbai,2 BHK 990 Sq-ft Flat/Apartment for Rent in Balaji Enclave Kandivali East,19.1947778893605,72.874726556899,"25,000"
345,Thakur Village,Mumbai,5 BHK 3592 Sq-ft Flat/Apartment for Rent in Raheja Reflections Odyssey Thakur Village,19.2161816534615,72.8753273487359,1.4 Lac
346,Lokhandwala Twp,Mumbai,Flat 1250 sqft,19.1965127,72.8776366,"33,000"
